# command: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit pathway_enrichment output/resamp_all_perm_winz_pc5.tsv GSEA_files/Mbovis_GO_terms.dat GSEA_files/GO_term_names.dat output/gsea_fet.txt -M FET -Pval_col 10 -Qval_col 11
# date: 2023-08-16 09:17:52
# pathway method: FET
# method=FET, PC=2
# genes with associations=3121 out of 4045 total
# significant genes (qval<0.05): 11
# 2474 out of 47127 pathways have >=1 gene; max has 2412
#pathway	total_genes(M)	genes_in_path(n)	significant_genes(N)	signif_genes_in_path(k)	expected	k+PC	n_adj_by_PC	enrichement	pval	qval	description	genes
GO:1903050	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	regulation of proteolysis involved in cellular protein catabolic process	
GO:1903362	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	regulation of cellular protein catabolic process	
GO:1903424	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	fluoride transmembrane transport	
GO:1903425	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	fluoride transmembrane transporter activity	
GO:1903826	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	arginine transmembrane transport	
GO:1905267	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	endonucleolytic cleavage involved in tRNA processing	
GO:1990220	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	GroEL-GroES complex	
GO:1990822	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	basic amino acid transmembrane transport	
GO:2000371	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	regulation of DNA topoisomerase (ATP-hydrolyzing) activity	
GO:2000372	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	negative regulation of DNA topoisomerase (ATP-hydrolyzing) activity	
GO:2001020	4045	2	11	0	0.01	2	737	0.995	0.3235984921238936	0.39439262473687786	regulation of response to DNA damage stimulus	
GO:0000026	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	alpha-1,2-mannosyltransferase activity	
GO:0000035	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	acyl binding	
GO:0000303	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	response to superoxide	
GO:0000305	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	response to oxygen radical	
GO:0000413	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	protein peptidyl-prolyl isomerization	
GO:0000455	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	enzyme-directed rRNA pseudouridine synthesis	
GO:0000725	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	recombinational repair	
GO:0001217	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding	
GO:0002181	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	cytoplasmic translation	
GO:0003743	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	translation initiation factor activity	
GO:0003755	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	peptidyl-prolyl cis-trans isomerase activity	
GO:0003910	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	DNA ligase (ATP) activity	
GO:0003918	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	DNA topoisomerase type II (ATP-hydrolyzing) activity	
GO:0003951	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	NAD+ kinase activity	
GO:0004049	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	anthranilate synthase activity	
GO:0004089	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	carbonate dehydratase activity	
GO:0004106	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	chorismate mutase activity	
GO:0004176	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	ATP-dependent peptidase activity	
GO:0004190	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	aspartic-type endopeptidase activity	
GO:0004314	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	[acyl-carrier-protein] S-malonyltransferase activity	
GO:0004322	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	ferroxidase activity	
GO:0004325	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	ferrochelatase activity	
GO:0004376	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	glycolipid mannosyltransferase activity	
GO:0004514	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	nicotinate-nucleotide diphosphorylase (carboxylating) activity	
GO:0004551	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	nucleotide diphosphatase activity	
GO:0004642	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	phosphoribosylformylglycinamidine synthase activity	
GO:0004647	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	phosphoserine phosphatase activity	
GO:0004748	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	
GO:0004844	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	uracil DNA N-glycosylase activity	
GO:0004857	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	enzyme inhibitor activity	
GO:0005835	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	fatty acid synthase complex	
GO:0005950	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	anthranilate synthase complex	
GO:0005971	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	ribonucleoside-diphosphate reductase complex	
GO:0006020	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	inositol metabolic process	
GO:0006021	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	inositol biosynthetic process	
GO:0006106	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	fumarate metabolic process	
GO:0006107	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	oxaloacetate metabolic process	
GO:0006108	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	malate metabolic process	
GO:0006109	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	regulation of carbohydrate metabolic process	
GO:0006113	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	fermentation	
GO:0006177	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	GMP biosynthetic process	
GO:0006235	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	dTTP biosynthetic process	
GO:0006241	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	CTP biosynthetic process	
GO:0006244	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	pyrimidine nucleotide catabolic process	
GO:0006261	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	DNA-dependent DNA replication	
GO:0006265	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	DNA topological change	
GO:0006268	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	DNA unwinding involved in DNA replication	
GO:0006308	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	DNA catabolic process	
GO:0006314	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	intron homing	
GO:0006415	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	translational termination	
GO:0006448	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	regulation of translational elongation	
GO:0006458	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	'de novo' protein folding	
GO:0006473	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	protein acetylation	
GO:0006542	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	glutamine biosynthetic process	
GO:0006546	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	glycine catabolic process	
GO:0006564	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	L-serine biosynthetic process	
GO:0006801	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	superoxide metabolic process	
GO:0008079	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	translation termination factor activity	
GO:0008199	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	ferric iron binding	
GO:0008239	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	dipeptidyl-peptidase activity	
GO:0008271	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	secondary active sulfate transmembrane transporter activity	
GO:0008378	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	galactosyltransferase activity	
GO:0008746	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	NAD(P)+ transhydrogenase activity	
GO:0008800	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	beta-lactamase activity	
GO:0009002	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	serine-type D-Ala-D-Ala carboxypeptidase activity	
GO:0009039	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	urease activity	
GO:0009061	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	anaerobic respiration	
GO:0009068	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	aspartate family amino acid catabolic process	
GO:0009071	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	serine family amino acid catabolic process	
GO:0009092	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	homoserine metabolic process	
GO:0009095	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	aromatic amino acid family biosynthetic process, prephenate pathway	
GO:0009133	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	nucleoside diphosphate biosynthetic process	
GO:0009157	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	deoxyribonucleoside monophosphate biosynthetic process	
GO:0009162	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	deoxyribonucleoside monophosphate metabolic process	
GO:0009176	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	pyrimidine deoxyribonucleoside monophosphate metabolic process	
GO:0009177	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	pyrimidine deoxyribonucleoside monophosphate biosynthetic process	
GO:0009202	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	deoxyribonucleoside triphosphate biosynthetic process	
GO:0009204	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	deoxyribonucleoside triphosphate catabolic process	
GO:0009209	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	pyrimidine ribonucleoside triphosphate biosynthetic process	
GO:0009212	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	pyrimidine deoxyribonucleoside triphosphate biosynthetic process	
GO:0009214	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	cyclic nucleotide catabolic process	
GO:0009223	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	pyrimidine deoxyribonucleotide catabolic process	
GO:0009261	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	ribonucleotide catabolic process	
GO:0009360	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	DNA polymerase III complex	
GO:0009380	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	excinuclease repair complex	
GO:0009381	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	excinuclease ABC activity	
GO:0009395	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	phospholipid catabolic process	
GO:0009966	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	regulation of signal transduction	
GO:0010243	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	response to organonitrogen compound	
GO:0010383	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	cell wall polysaccharide metabolic process	
GO:0010646	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	regulation of cell communication	
GO:0010675	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	regulation of cellular carbohydrate metabolic process	
GO:0010755	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	regulation of plasminogen activation	
GO:0010756	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	positive regulation of plasminogen activation	
GO:0010817	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	regulation of hormone levels	
GO:0010954	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	positive regulation of protein processing	
GO:0014070	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	response to organic cyclic compound	
GO:0015112	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	nitrate transmembrane transporter activity	
GO:0015114	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	phosphate ion transmembrane transporter activity	
GO:0015238	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	drug transmembrane transporter activity	
GO:0015293	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	symporter activity	
GO:0015415	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	ATPase-coupled phosphate ion transmembrane transporter activity	
GO:0015440	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	peptide-transporting ATPase activity	
GO:0015462	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	ATPase-coupled protein transmembrane transporter activity	
GO:0015689	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	molybdate ion transport	
GO:0015706	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	nitrate transport	
GO:0015968	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	stringent response	
GO:0016093	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	polyprenol metabolic process	
GO:0016094	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	polyprenol biosynthetic process	
GO:0016139	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	glycoside catabolic process	
GO:0016229	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	steroid dehydrogenase activity	
GO:0016419	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	S-malonyltransferase activity	
GO:0016420	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	malonyltransferase activity	
GO:0016433	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	rRNA (adenine) methyltransferase activity	
GO:0016539	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	intein-mediated protein splicing	
GO:0016615	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	malate dehydrogenase activity	
GO:0016639	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor	
GO:0016652	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor	
GO:0016679	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	oxidoreductase activity, acting on diphenols and related substances as donors	
GO:0016717	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	
GO:0016724	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	oxidoreductase activity, oxidizing metal ions, oxygen as acceptor	
GO:0016728	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor	
GO:0016730	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	oxidoreductase activity, acting on iron-sulfur proteins as donors	
GO:0016731	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor	
GO:0016801	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	hydrolase activity, acting on ether bonds	
GO:0016824	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	hydrolase activity, acting on acid halide bonds	
GO:0016838	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	carbon-oxygen lyase activity, acting on phosphates	
GO:0016855	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	racemase and epimerase activity, acting on amino acids and derivatives	
GO:0016882	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	cyclo-ligase activity	
GO:0016901	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor	
GO:0016989	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	sigma factor antagonist activity	
GO:0016998	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	cell wall macromolecule catabolic process	
GO:0017038	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	protein import	
GO:0017169	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	CDP-alcohol phosphatidyltransferase activity	
GO:0018107	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	peptidyl-threonine phosphorylation	
GO:0018208	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	peptidyl-proline modification	
GO:0018210	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	peptidyl-threonine modification	
GO:0018786	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	haloalkane dehalogenase activity	
GO:0019120	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	hydrolase activity, acting on acid halide bonds, in C-halide compounds	
GO:0019171	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	3-hydroxyacyl-[acyl-carrier-protein] dehydratase activity	
GO:0019202	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	amino acid kinase activity	
GO:0019213	4045	3	11	0	0.01	2	738	0.995	0.32441235380626043	0.39439262473687786	deacetylase activity	
